seriesuid,coordX,coordY,coordZ,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,4.81,174.82,-438.86,0.962890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,1.79,166.34,-408.88,0.99365234375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,73.92,158.63,-468.46,0.64111328125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,-2.482453728,145.5857279,-428.9460613,0.8388671875
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,1.859782975,172.2215339,-405.3664466,0.99755859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,86.28326403,180.1735101,-497.0651032,0.94287109375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,10.68872541,176.0954928,-436.8689112,0.958984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,71.76875017,200.8519804,-536.6165152,0.650390625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,95.927241,143.0742561,-425.0,0.99658203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,-25.51,150.93,-460.75,0.9443359375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,112.0594278,118.4339264,-548.418942,0.82861328125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,46.88,145.2,-409.99,0.55126953125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,89.32,190.84,-516.82,0.97607421875
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,114.54,146.48,-517.59,0.5537109375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,74.99688134,180.7367146,-445.1424136,0.65234375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,90.79489138,148.8604968,-426.7860495,0.998046875
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,88.690908,150.3105891,-434.0,0.7783203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,-23.85157656,192.9822641,-391.4338081,0.9931640625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2.905273599,149.0576378,-370.7710002,0.96044921875
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,81.03644815,171.193199,-444.451552,0.68896484375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,87.03216791,203.1098036,-508.5051452,0.7802734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,46.86072388,169.6195607,-405.9725107,0.859375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,88.690908,156.4336401,-428.0,0.9599609375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,8.8,174.74,-401.87,0.98486328125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,89.32,143.23,-427.1,0.99658203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,95.706941,151.6702946,-429.955,0.99560546875
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,-14.775,195.39,-474.455,0.97216796875
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,44.39,175.73,-388.91,0.5478515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,-23.41,174.04,-544.85,0.71728515625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,84.4005695,150.2070126,-425.35,0.78369140625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,89.25124712,197.6118366,-514.4719779,0.9951171875
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,110.56,155.48,-517.96,0.90283203125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,89.80419,146.4141021,-416.0,0.9833984375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,126.44,183.84,-404.68,0.90087890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,119.08,137.095,-549.5,0.986328125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,94.813959,192.0586641,-518.0,0.994140625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,1.45,149.48,-365.5,0.68017578125
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,5.99,171.94,-398.37,0.9931640625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,117.45,138.77,-520.71,0.552734375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,90.818736,204.227383,-513.455,0.8212890625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,-2.641214187,150.6529328,-425.9237477,0.66162109375
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,46.84,172.16,-370.93,0.54541015625
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,94.813959,153.0937941,-424.0,0.99462890625
